,ID,OG_ID,Triangle,Corner,TriangleCorner,date,SnowDepth,SnowDepth_Noplus,temperature,x_4326,y_4326,x_3006,y_3006,MiddleTime,era5_new_date,era5_plusminus,era5_precip,era5_temp
62,71,78,AC-33,A,AC-33A,2020-02-26,170,170,-15.0,16.03670724,66.06518167,546930.7414,7327563.494,13:17:30,2020-02-27,plus,0.0,-15.1
320,454,26,AC-25,B,AC-25B,2023-03-27,85,85,-8.0,15.92210788,66.22488338,541481.2433,7345282.029,13:50:00,2023-03-28,plus,0.0,-15.2
64,72,79,AC-42,A,AC-42A,2020-02-27,75,75,-15.0,15.76098076,65.90840731,534661.4522,7309911.059,11:45:00,2020-02-28,plus,0.3,-13.4
65,103,111,AC-41,A,AC-41A,2021-03-15,90,90,-10.0,16.26443367,65.83598422,557753.5181,7302210.037,05:54:00,2021-03-16,plus,0.1,-7.6
17,12,13,AC-35,A,AC-35A,2017-03-06,30,30,-10.0,16.55332624,65.98731394,570529.3876,7319369.401,12:47:30,2017-03-07,plus,0.1,-14.9
339,478,51,AC-24,C,AC-24C,2023-03-27,70,70,-10.0,15.78131809,66.18466847,535204.0008,7340713.562,11:30:00,2023-03-28,plus,0.0,-15.2
50,45,47,AC-29,A,AC-29A,2018-04-02,145,145,-5.0,16.14107316,66.10983041,551564.2798,7332621.634,12:12:30,2018-04-03,plus,0.0,-9.8
69,124,132,AC-28,A,AC-28A,2022-03-12,80,80,-3.0,15.8491718,66.15323252,538308.6585,7337249.602,07:00:00,2022-03-13,plus,0.0,-3.4
25,28,30,AC-21,A,AC-21A,2018-03-30,85,85,-5.0,15.49256311,66.32241149,522072.9725,7355934.593,10:47:30,2018-03-31,plus,0.1,-8.2
335,476,49,AC-28,C,AC-28C,2023-03-26,45,45,-8.0,15.90602943,66.12572896,540917.8704,7334220.113,12:52:30,2023-03-27,plus,0.0,-14.2
29,30,32,AC-42,A,AC-42A,2018-03-29,85,85,-10.0,15.76098076,65.90840731,534661.4522,7309911.059,11:30:00,2018-03-30,plus,0.1,-7.2
33,33,35,AC-39,A,AC-39A,2018-03-15,80,80,-15.0,15.93640688,65.88145457,542696.2178,7307015.189,11:19:00,2018-03-16,plus,0.0,-17.6
35,34,36,AC-38,A,AC-38A,2018-03-15,85,85,-15.0,16.02861195,65.89659453,546872.4418,7308768.327,10:00:00,2018-03-16,plus,0.0,-17.6
27,29,31,AC-22,A,AC-22A,2018-03-30,80,80,-5.0,15.66018048,66.26705978,529649.2181,7349834.175,12:35:00,2018-03-31,plus,0.1,-8.2
337,477,50,AC-25,C,AC-25C,2023-03-27,130,130,-8.0,15.92966596,66.18915009,541880.3604,7341304.369,13:50:00,2023-03-28,plus,0.0,-15.2
330,463,35,AC-26,B,AC-26B,2023-03-25,40,40,-10.0,16.06001278,66.19911613,547733.1046,7342508.393,13:47:30,2023-03-26,plus,0.0,-13.6
39,38,40,AC-27,A,AC-27A,2018-03-28,240,240,-8.0,15.71649311,66.07877936,532418.2506,7328876.351,13:10:00,2018-03-29,plus,0.1,-9.0
40,39,41,AC-28,A,AC-28A,2018-03-28,140,140,-8.0,15.8491718,66.15323252,538308.6585,7337249.602,10:47:30,2018-03-29,plus,0.1,-9.0
23,27,29,AC-23,A,AC-23A,2018-03-30,75,75,-8.0,15.37146429,66.23064849,516707.0051,7345668.731,09:10:00,2018-03-31,plus,0.1,-8.2
41,40,42,AC-32,A,AC-32A,2018-03-28,155,155,-5.0,15.88210448,66.05188319,539953.2836,7325974.195,14:37:30,2018-03-29,plus,0.1,-9.0
42,41,43,AC-33,A,AC-33A,2018-03-28,135,135,-10.0,16.03670724,66.06518167,546930.7414,7327563.494,08:35:00,2018-03-29,plus,0.1,-9.0
329,462,34,AC-27,B,AC-27B,2023-03-11,40,40,-10.0,15.77325645,66.10627946,534948.6291,7331971.961,11:30:00,2023-03-12,plus,0.2,-13.9
44,42,44,AC-24,A,AC-24A,2018-03-30,90,90,-5.0,15.69390556,66.19086231,531257.926,7341357.54,14:02:30,2018-03-31,plus,0.1,-8.2
328,461,33,AC-29,B,AC-29B,2023-03-25,75,75,-8.0,16.13381444,66.1455831,551164.1776,7336600.318,12:42:30,2023-03-26,plus,0.0,-13.6
46,43,45,AC-25,A,AC-25A,2018-04-02,100,100,-5.0,15.84925843,66.20434872,538235.3079,7342946.922,15:20:00,2018-04-03,plus,0.0,-9.8
48,44,46,AC-26,A,AC-26A,2018-04-02,140,140,-5.0,16.04425364,66.16381694,547089.1167,7338562.269,13:45:00,2018-04-03,plus,0.0,-9.8
326,459,31,AC-32,B,AC-32B,2023-03-11,110,110,-10.0,15.96743701,66.06109946,543802.1738,7327058.39,10:12:30,2023-03-12,plus,0.2,-13.9
342,481,54,AC-33,C,AC-33C,2023-03-11,40,40,-20.0,16.08053297,66.03404496,548974.3517,7324126.804,08:50:00,2023-03-12,plus,0.2,-13.9
31,31,33,AC-37,A,AC-37A,2018-03-15,70,70,-15.0,15.84881121,65.9380027,538617.1852,7313260.876,12:55:00,2018-03-16,plus,0.0,-17.6
70,125,133,AC-32,A,AC-32A,2022-03-12,130,130,0.0,15.88210448,66.05188319,539953.2836,7325974.195,09:26:30,2022-03-13,plus,0.0,-3.4
346,485,58,AC-27,C,AC-27C,2023-03-11,230,230,-10.0,15.80351497,66.07257278,536364.3222,7328232.328,11:30:00,2023-03-12,plus,0.2,-13.9
309,435,7,AC-32,A,AC-32A,2023-03-11,120,120,-10.0,15.88210448,66.05188319,539953.2836,7325974.195,10:12:30,2023-03-12,plus,0.2,-13.9
86,133,141,AC-26,A,AC-26A,2022-03-14,135,135,-6.0,16.04425364,66.16381694,547089.1167,7338562.269,08:07:00,2022-03-15,plus,0.0,-4.5
15,11,12,AC-34,A,AC-34A,2017-03-06,145,145,-10.0,16.33018168,66.05549638,560237.5303,7326734.951,11:20:00,2017-03-07,plus,0.1,-14.9
308,434,6,AC-33,A,AC-33A,2023-03-11,80,80,-20.0,16.03670724,66.06518167,546930.7414,7327563.494,08:50:00,2023-03-12,plus,0.2,-13.9
88,134,142,AC-29,A,AC-29A,2022-03-14,180,180,-8.4,16.14107316,66.10983041,551564.2798,7332621.634,06:34:30,2022-03-15,plus,0.0,-4.5
307,433,5,AC-30,A,AC-30A,2023-03-25,45,45,-10.0,16.32392487,66.07345377,559911.9498,7328730.193,11:32:30,2023-03-26,plus,0.0,-13.6
347,486,59,AC-26,C,AC-26C,2023-03-25,45,45,-10.0,16.12773116,66.17593417,550828.7822,7339978.009,13:47:30,2023-03-26,plus,0.0,-13.6
90,135,143,AC-23,A,AC-23A,2022-03-15,120,120,-1.0,15.37146429,66.23064849,516707.0051,7345668.731,10:37:00,2022-03-16,plus,0.0,-5.6
306,432,4,AC-34,A,AC-34A,2023-03-25,80,80,-12.0,16.33018168,66.05549638,560237.5303,7326734.951,10:30:00,2023-03-26,plus,0.0,-13.6
5,6,7,AC-41,A,AC-41A,2017-03-04,70,70,-9.0,16.26443367,65.83598422,557753.5181,7302210.037,12:50:00,2017-03-05,plus,0.0,-16.8
92,136,144,AC-38,A,AC-38A,2022-03-15,75,75,-17.0,16.02861195,65.89659453,546872.4418,7308768.327,07:18:30,2022-03-16,plus,0.0,-5.6
305,431,3,AC-24,A,AC-24A,2023-03-27,80,80,-10.0,15.69390556,66.19086231,531257.926,7341357.54,11:30:00,2023-03-28,plus,0.0,-15.2
94,137,145,AC-43,A,AC-43A,2022-03-15,220,220,-4.0,15.25159463,66.12264974,511364.1247,7333603.857,07:22:30,2022-03-16,plus,0.0,-5.6
96,138,146,AC-46,A,AC-46A,2022-03-15,155,155,-3.0,15.24173924,66.1936143,510888.4485,7341512.132,08:55:00,2022-03-16,plus,0.0,-5.6
303,430,2,AC-25,A,AC-25A,2023-03-27,90,90,-8.0,15.84925843,66.20434872,538235.3079,7342946.922,13:50:00,2023-03-28,plus,0.0,-15.2
3,5,6,AC-40,A,AC-40A,2017-03-04,82,82,-9.0,16.08976248,65.87227973,549705.8182,7306105.522,11:12:30,2017-03-05,plus,0.0,-16.8
301,429,1,AC-28,A,AC-28A,2023-03-26,130,130,-8.0,15.8491718,66.15323252,538308.6585,7337249.602,12:52:30,2023-03-27,plus,0.0,-14.2
84,132,140,AC-25,A,AC-25A,2022-03-14,100,100,-2.0,15.84925843,66.20434872,538235.3079,7342946.922,09:48:00,2022-03-15,plus,0.0,-4.5
7,7,8,AC-33,A,AC-33A,2017-03-04,35,35,-7.0,16.03670724,66.06518167,546930.7414,7327563.494,14:57:30,2017-03-05,plus,0.0,-16.8
9,8,9,AC-32,A,AC-32A,2017-03-05,135,135,-14.0,15.88210448,66.05188319,539953.2836,7325974.195,10:27:30,2017-03-06,plus,0.0,-14.9
11,9,10,AC-27,A,AC-27A,2017-03-05,90,90,-10.0,15.71649311,66.07877936,532418.2506,7328876.351,12:15:00,2017-03-06,plus,0.0,-14.9
343,482,55,AC-32,C,AC-32C,2023-03-11,260,260,-10.0,15.94437763,66.0264787,542816.3157,7323183.87,10:12:30,2023-03-12,plus,0.2,-13.9
74,127,135,AC-34,A,AC-34A,2022-03-13,150,150,,16.33018168,66.05549638,560237.5303,7326734.951,08:59:00,2022-03-14,plus,0.0,-3.6
13,10,11,AC-30,A,AC-30A,2017-03-06,82,82,-10.0,16.32392487,66.07345377,559911.9498,7328730.193,10:15:00,2017-03-07,plus,0.1,-14.9
82,131,139,AC-24,A,AC-24A,2022-03-14,130,130,-2.0,15.69390556,66.19086231,531257.926,7341357.54,11:30:00,2022-03-15,plus,0.0,-4.5
76,128,136,AC-35,A,AC-35A,2022-03-13,80,80,-8.4,16.55332624,65.98731394,570529.3876,7319369.401,05:40:30,2022-03-14,plus,0.0,-3.6
313,439,11,AC-26,A,AC-26A,2023-03-25,90,90,-10.0,16.04425364,66.16381694,547089.1167,7338562.269,13:47:30,2023-03-26,plus,0.0,-13.6
72,126,134,AC-30,A,AC-30A,2022-03-13,90,90,-5.0,16.32392487,66.07345377,559911.9498,7328730.193,10:54:30,2022-03-14,plus,0.0,-3.6
78,129,137,AC-36,A,AC-36A,2022-03-13,110,110,-5.0,16.75175007,65.99519203,579512.604,7320484.624,06:57:00,2022-03-14,plus,0.0,-3.6
312,438,10,AC-27,A,AC-27A,2023-03-11,140,140,-10.0,15.71649311,66.07877936,532418.2506,7328876.351,11:30:00,2023-03-12,plus,0.2,-13.9
80,130,138,AC-21,A,AC-21A,2022-03-14,155,155,-1.0,15.49256311,66.32241149,522072.9725,7355934.593,14:24:30,2022-03-15,plus,0.0,-4.5
345,484,57,AC-29,C,AC-29C,2023-03-25,145,145,-8.0,16.21388604,66.13022809,554810.2752,7334956.739,12:42:30,2023-03-26,plus,0.0,-13.6
311,437,9,AC-29,A,AC-29A,2023-03-25,85,85,-8.0,16.14107316,66.10983041,551564.2798,7332621.634,12:42:30,2023-03-26,plus,0.0,-13.6
254,342,358,AC-33,C,AC-33C,2019-03-05,40,40,-10.0,16.08053297,66.03404496,548974.3517,7324126.804,14:30:00,2019-03-04,minus,0.0,-17.5
245,330,343,AC-25,C,AC-25C,2018-04-02,125,125,-5.0,15.92966596,66.18915009,541880.3604,7341304.369,15:20:00,2018-04-01,minus,0.2,-8.9
255,343,359,AC-31,C,AC-31C,2019-03-05,50,50,-15.0,15.68346284,65.98772306,531034.4515,7318710.707,12:00:00,2019-03-04,minus,0.0,-17.5
243,329,342,AC-24,C,AC-24C,2018-03-30,30,30,-5.0,15.78131809,66.18466847,535204.0008,7340713.562,14:02:30,2018-03-29,minus,0.1,-9.0
336,477,50,AC-25,C,AC-25C,2023-03-27,130,130,-8.0,15.92966596,66.18915009,541880.3604,7341304.369,13:50:00,2023-03-26,minus,0.0,-13.6
236,322,335,AC-40,C,AC-40C,2018-03-16,200,200,-15.0,16.13319552,65.84112738,551749.3676,7302668.783,11:42:30,2018-03-15,minus,0.0,-17.8
349,495,68,AC-40,C,AC-40C,2023-03-07,160,160,-22.0,16.13319552,65.84112738,551749.3676,7302668.783,09:40:00,2023-03-06,minus,0.2,-14.6
344,483,56,AC-31,C,AC-31C,2023-03-07,45,45,,15.68346284,65.98772306,531034.4515,7318710.707,12:55:00,2023-03-06,minus,0.2,-14.6
348,494,67,AC-39,C,AC-39C,2023-03-07,45,45,-22.0,15.99713695,65.85558969,545510.8611,7304175.201,11:00:00,2023-03-06,minus,0.2,-14.6
237,323,336,AC-41,C,AC-41C,2018-03-16,165,165,-20.0,16.30759412,65.80478255,559797.0704,7298773.267,10:17:30,2018-03-15,minus,0.0,-17.8
338,478,51,AC-24,C,AC-24C,2023-03-27,70,70,-10.0,15.78131809,66.18466847,535204.0008,7340713.562,11:30:00,2023-03-26,minus,0.0,-13.6
238,324,337,AC-31,C,AC-31C,2018-03-16,145,145,-10.0,15.68346284,65.98772306,531034.4515,7318710.707,13:52:30,2018-03-15,minus,0.0,-17.8
249,332,345,AC-29,C,AC-29C,2018-04-02,85,85,-5.0,16.21388604,66.13022809,554810.2752,7334956.739,12:12:30,2018-04-01,minus,0.2,-8.9
247,331,344,AC-26,C,AC-26C,2018-04-02,50,50,-5.0,16.12773116,66.17593417,550828.7822,7339978.009,13:45:00,2018-04-01,minus,0.2,-8.9
300,429,1,AC-28,A,AC-28A,2023-03-26,130,130,-8.0,15.8491718,66.15323252,538308.6585,7337249.602,12:52:30,2023-03-25,minus,0.0,-14.3
268,409,428,AC-31,C,AC-31C,2022-03-04,70,70,-11.5,15.68346284,65.98772306,531034.4515,7318710.707,07:21:30,2022-03-03,minus,0.1,-4.7
256,344,360,AC-38,C,AC-38C,2019-03-05,45,45,-20.0,16.11606048,65.89957289,550851.1264,7309168.337,08:45:00,2019-03-04,minus,0.0,-17.5
289,422,441,AC-23,C,AC-23C,2022-03-15,75,75,-1.0,15.40240613,66.19702191,518122.7213,7341929.176,10:37:00,2022-03-14,minus,0.0,-3.6
315,448,20,AC-40,A,AC-40A,2023-03-07,120,120,-22.0,16.08976248,65.87227973,549705.8182,7306105.522,09:40:00,2023-03-06,minus,0.2,-14.6
314,447,19,AC-39,A,AC-39A,2023-03-07,40,40,-22.0,15.93640688,65.88145457,542696.2178,7307015.189,11:00:00,2023-03-06,minus,0.2,-14.6
281,418,437,AC-24,C,AC-24C,2022-03-14,195,195,-2.0,15.78131809,66.18466847,535204.0008,7340713.562,11:30:00,2022-03-13,minus,0.0,-3.4
283,419,438,AC-25,C,AC-25C,2022-03-14,190,190,-2.0,15.92966596,66.18915009,541880.3604,7341304.369,09:48:00,2022-03-13,minus,0.0,-3.4
285,420,439,AC-26,C,AC-26C,2022-03-14,70,70,-6.0,16.12773116,66.17593417,550828.7822,7339978.009,08:07:00,2022-03-13,minus,0.0,-3.4
310,436,8,AC-31,A,AC-31A,2023-03-07,70,70,,15.59576559,65.98449828,527055.8412,7318310.67,12:55:00,2023-03-06,minus,0.2,-14.6
287,421,440,AC-29,C,AC-29C,2022-03-14,50,50,-8.4,16.21388604,66.13022809,554810.2752,7334956.739,06:34:30,2022-03-13,minus,0.0,-3.4
291,423,442,AC-38,C,AC-38C,2022-03-15,100,100,-17.0,16.11606048,65.89957289,550851.1264,7309168.337,07:18:30,2022-03-14,minus,0.0,-3.6
334,476,49,AC-28,C,AC-28C,2023-03-26,45,45,-8.0,15.90602943,66.12572896,540917.8704,7334220.113,12:52:30,2023-03-25,minus,0.0,-14.3
234,321,334,AC-38,C,AC-38C,2018-03-15,130,130,-15.0,16.11606048,65.89957289,550851.1264,7309168.337,10:00:00,2018-03-14,minus,0.1,-15.6
293,424,443,AC-43,C,AC-43C,2022-03-15,160,160,-4.0,15.2080681,66.09142172,509409.665,7330115.849,07:22:30,2022-03-14,minus,0.0,-3.6
295,425,444,AC-46,C,AC-46C,2022-03-15,260,260,-3.0,15.18055162,66.16762289,508140.7873,7338605.705,08:55:00,2022-03-14,minus,0.0,-3.6
304,431,3,AC-24,A,AC-24A,2023-03-27,80,80,-10.0,15.69390556,66.19086231,531257.926,7341357.54,11:30:00,2023-03-26,minus,0.0,-13.6
297,426,445,AC-22,C,AC-22C,2022-03-16,240,240,-2.0,15.74886754,66.27024759,533627.8269,7350234.324,13:09:00,2022-03-15,minus,0.0,-4.5
302,430,2,AC-25,A,AC-25A,2023-03-27,90,90,-8.0,15.84925843,66.20434872,538235.3079,7342946.922,13:50:00,2023-03-26,minus,0.0,-13.6
298,427,446,AC-42,C,AC-42C,2022-03-16,125,125,,15.68504701,65.89042994,531224.7772,7307867.528,09:48:00,2022-03-15,minus,0.0,-4.5
316,449,21,AC-41,A,AC-41A,2023-03-07,60,60,-22.0,16.26443367,65.83598422,557753.5181,7302210.037,08:30:00,2023-03-06,minus,0.2,-14.6
279,417,436,AC-21,C,AC-21C,2022-03-14,165,165,-1.0,15.54403889,66.2931197,524408.0744,7352688.726,14:24:30,2022-03-13,minus,0.0,-3.4
317,453,25,AC-28,B,AC-28B,2023-03-26,20,20,-8.0,15.93648025,66.15941633,542236.8719,7337994.957,12:52:30,2023-03-25,minus,0.0,-14.3
277,416,435,AC-36,C,AC-36C,2022-03-13,150,150,-5.0,16.83500371,66.00692786,583252.4008,7321900.346,06:57:00,2022-03-12,minus,0.0,-2.1
257,345,361,AC-37,C,AC-37C,2019-03-05,45,45,-17.0,15.89264784,65.90691896,540660.7363,7309824.185,10:00:00,2019-03-04,minus,0.0,-17.5
333,473,45,AC-41,B,AC-41B,2023-03-07,60,60,-22.0,16.35196411,65.83569752,561751.7168,7302261.377,08:30:00,2023-03-06,minus,0.2,-14.6
332,472,44,AC-40,B,AC-40B,2023-03-07,65,65,-22.0,16.17741866,65.87209272,553703.9877,7306156.875,09:40:00,2023-03-06,minus,0.2,-14.6
331,471,43,AC-39,B,AC-39B,2023-03-07,90,90,-22.0,16.0215596,65.89003991,546562.9883,7308032.57,11:00:00,2023-03-06,minus,0.2,-14.6
261,358,376,AC-33,C,AC-33C,2020-02-26,70,70,-15.0,16.08053297,66.03404496,548974.3517,7324126.804,13:17:30,2020-02-25,minus,0.1,-11.2
263,359,377,AC-42,C,AC-42C,2020-02-27,135,135,-15.0,15.68504701,65.89042994,531224.7772,7307867.528,11:45:00,2020-02-26,minus,0.0,-15.4
327,460,32,AC-31,B,AC-31B,2023-03-07,65,65,,15.63274264,66.01705338,528698.4479,7321955.65,12:55:00,2023-03-06,minus,0.2,-14.6
266,391,410,AC-42,C,AC-42C,2021-03-16,90,90,-10.0,15.68504701,65.89042994,531224.7772,7307867.528,08:15:00,2021-03-15,minus,0.1,-4.3
267,392,411,AC-31,C,AC-31C,2021-03-16,150,150,-5.0,15.68346284,65.98772306,531034.4515,7318710.707,12:58:00,2021-03-15,minus,0.1,-4.3
299,428,447,AC-37,C,AC-37C,2022-04-15,30,30,-5.0,15.89264784,65.90691896,540660.7363,7309824.185,10:06:00,2022-04-14,minus,0.0,-4.1
271,413,432,AC-30,C,AC-30C,2022-03-13,75,75,-5.0,16.40948664,66.08242527,563760.9059,7329814.416,10:54:30,2022-03-12,minus,0.0,-2.1
273,414,433,AC-34,C,AC-34C,2022-03-13,75,75,,16.38630033,66.02781699,562846.7651,7323705.379,08:59:00,2022-03-12,minus,0.0,-2.1
321,455,27,AC-24,B,AC-24B,2023-03-27,55,55,-10.0,15.75089585,66.21837029,533788.2675,7344453.175,11:30:00,2023-03-26,minus,0.0,-13.6
275,415,434,AC-35,C,AC-35C,2022-03-13,85,85,-8.4,16.63015012,66.00485918,573966.1625,7321413.04,05:40:30,2022-03-12,minus,0.0,-2.1
319,454,26,AC-25,B,AC-25B,2023-03-27,85,85,-8.0,15.92210788,66.22488338,541481.2433,7345282.029,13:50:00,2023-03-26,minus,0.0,-13.6
