,ID,OG_ID,Triangle,Corner,TriangleCorner,date,SnowDepth,SnowDepth_Noplus,temperature,x_4326,y_4326,x_3006,y_3006,MiddleTime,era5_new_date,era5_plusminus,era5_precip,era5_temp
0,4,5,AC-39,A,AC-39A,2017-03-04,60,60,-15.0,15.93640688,65.88145457,542696.2178,7307015.189,09:35:00,2017-03-03,minus,0.0,-12.7
175,272,285,AC-35,B,AC-35B,2022-03-13,120,120,-8.4,16.55437651,66.02318273,570477.9784,7323367.637,05:40:30,2022-03-12,minus,0.0,-2.1
232,320,333,AC-39,C,AC-39C,2018-03-15,85,85,-15.0,15.99713695,65.85558969,545510.8611,7304175.201,11:19:00,2018-03-14,minus,0.1,-15.6
87,134,142,AC-29,A,AC-29A,2022-03-14,180,180,-8.4,16.14107316,66.10983041,551564.2798,7332621.634,06:34:30,2022-03-13,minus,0.0,-3.4
63,72,79,AC-42,A,AC-42A,2020-02-27,75,75,-15.0,15.76098076,65.90840731,534661.4522,7309911.059,11:45:00,2020-02-26,minus,0.0,-15.4
66,104,112,AC-42,A,AC-42A,2021-03-16,50,50,-10.0,15.76098076,65.90840731,534661.4522,7309911.059,08:15:00,2021-03-15,minus,0.1,-4.3
67,105,113,AC-31,A,AC-31A,2021-03-16,140,140,-5.0,15.59576559,65.98449828,527055.8412,7318310.67,12:58:00,2021-03-15,minus,0.1,-4.3
68,122,130,AC-31,A,AC-31A,2022-03-04,180,180,-11.5,15.59576559,65.98449828,527055.8412,7318310.67,07:21:30,2022-03-03,minus,0.1,-4.7
71,126,134,AC-30,A,AC-30A,2022-03-13,90,90,-5.0,16.32392487,66.07345377,559911.9498,7328730.193,10:54:30,2022-03-12,minus,0.0,-2.1
73,127,135,AC-34,A,AC-34A,2022-03-13,150,150,,16.33018168,66.05549638,560237.5303,7326734.951,08:59:00,2022-03-12,minus,0.0,-2.1
75,128,136,AC-35,A,AC-35A,2022-03-13,80,80,-8.4,16.55332624,65.98731394,570529.3876,7319369.401,05:40:30,2022-03-12,minus,0.0,-2.1
77,129,137,AC-36,A,AC-36A,2022-03-13,110,110,-5.0,16.75175007,65.99519203,579512.604,7320484.624,06:57:00,2022-03-12,minus,0.0,-2.1
79,130,138,AC-21,A,AC-21A,2022-03-14,155,155,-1.0,15.49256311,66.32241149,522072.9725,7355934.593,14:24:30,2022-03-13,minus,0.0,-3.4
81,131,139,AC-24,A,AC-24A,2022-03-14,130,130,-2.0,15.69390556,66.19086231,531257.926,7341357.54,11:30:00,2022-03-13,minus,0.0,-3.4
83,132,140,AC-25,A,AC-25A,2022-03-14,100,100,-2.0,15.84925843,66.20434872,538235.3079,7342946.922,09:48:00,2022-03-13,minus,0.0,-3.4
85,133,141,AC-26,A,AC-26A,2022-03-14,135,135,-6.0,16.04425364,66.16381694,547089.1167,7338562.269,08:07:00,2022-03-13,minus,0.0,-3.4
89,135,143,AC-23,A,AC-23A,2022-03-15,120,120,-1.0,15.37146429,66.23064849,516707.0051,7345668.731,10:37:00,2022-03-14,minus,0.0,-3.6
230,318,331,AC-37,C,AC-37C,2018-03-15,10,10,-15.0,15.89264784,65.90691896,540660.7363,7309824.185,12:55:00,2018-03-14,minus,0.1,-15.6
91,136,144,AC-38,A,AC-38A,2022-03-15,75,75,-17.0,16.02861195,65.89659453,546872.4418,7308768.327,07:18:30,2022-03-14,minus,0.0,-3.6
93,137,145,AC-43,A,AC-43A,2022-03-15,220,220,-4.0,15.25159463,66.12264974,511364.1247,7333603.857,07:22:30,2022-03-14,minus,0.0,-3.6
95,138,146,AC-46,A,AC-46A,2022-03-15,155,155,-3.0,15.24173924,66.1936143,510888.4485,7341512.132,08:55:00,2022-03-14,minus,0.0,-3.6
97,139,147,AC-22,A,AC-22A,2022-03-16,195,195,-2.0,15.66018048,66.26705978,529649.2181,7349834.175,13:09:00,2022-03-15,minus,0.0,-4.5
98,140,148,AC-42,A,AC-42A,2022-03-16,60,60,,15.76098076,65.90840731,534661.4522,7309911.059,09:48:00,2022-03-15,minus,0.0,-4.5
99,141,149,AC-37,A,AC-37A,2022-04-15,130,130,-5.0,15.84881121,65.9380027,538617.1852,7313260.876,10:06:00,2022-04-14,minus,0.0,-4.1
100,146,154,AC-39,B,AC-39B,2017-03-04,70,70,-15.0,16.0215596,65.89003991,546562.9883,7308032.57,09:35:00,2017-03-03,minus,0.0,-12.7
102,147,155,AC-40,B,AC-40B,2017-03-04,75,75,-9.0,16.17741866,65.87209272,553703.9877,7306156.875,11:12:30,2017-03-03,minus,0.0,-12.7
104,148,156,AC-41,B,AC-41B,2017-03-04,13,13,-9.0,16.35196411,65.83569752,561751.7168,7302261.377,12:50:00,2017-03-03,minus,0.0,-12.7
106,149,157,AC-33,B,AC-33B,2017-03-04,30,30,-7.0,16.12502754,66.06502455,550928.8997,7327614.924,14:57:30,2017-03-03,minus,0.0,-12.7
108,150,158,AC-32,B,AC-32B,2017-03-05,125,125,-14.0,15.96743701,66.06109946,543802.1738,7327058.39,10:27:30,2017-03-04,minus,0.0,-14.9
110,151,159,AC-27,B,AC-27B,2017-03-05,70,70,-10.0,15.77325645,66.10627946,534948.6291,7331971.961,12:15:00,2017-03-04,minus,0.0,-14.9
61,71,78,AC-33,A,AC-33A,2020-02-26,170,170,-15.0,16.03670724,66.06518167,546930.7414,7327563.494,13:17:30,2020-02-25,minus,0.1,-11.2
57,58,63,AC-37,A,AC-37A,2019-03-05,30,30,-17.0,15.84881121,65.9380027,538617.1852,7313260.876,10:00:00,2019-03-04,minus,0.0,-17.5
56,57,62,AC-38,A,AC-38A,2019-03-05,35,35,-20.0,16.02861195,65.89659453,546872.4418,7308768.327,08:45:00,2019-03-04,minus,0.0,-17.5
55,56,61,AC-31,A,AC-31A,2019-03-05,50,50,-15.0,15.59576559,65.98449828,527055.8412,7318310.67,12:00:00,2019-03-04,minus,0.0,-17.5
2,5,6,AC-40,A,AC-40A,2017-03-04,82,82,-9.0,16.08976248,65.87227973,549705.8182,7306105.522,11:12:30,2017-03-03,minus,0.0,-12.7
4,6,7,AC-41,A,AC-41A,2017-03-04,70,70,-9.0,16.26443367,65.83598422,557753.5181,7302210.037,12:50:00,2017-03-03,minus,0.0,-12.7
6,7,8,AC-33,A,AC-33A,2017-03-04,35,35,-7.0,16.03670724,66.06518167,546930.7414,7327563.494,14:57:30,2017-03-03,minus,0.0,-12.7
8,8,9,AC-32,A,AC-32A,2017-03-05,135,135,-14.0,15.88210448,66.05188319,539953.2836,7325974.195,10:27:30,2017-03-04,minus,0.0,-14.9
10,9,10,AC-27,A,AC-27A,2017-03-05,90,90,-10.0,15.71649311,66.07877936,532418.2506,7328876.351,12:15:00,2017-03-04,minus,0.0,-14.9
12,10,11,AC-30,A,AC-30A,2017-03-06,82,82,-10.0,16.32392487,66.07345377,559911.9498,7328730.193,10:15:00,2017-03-05,minus,0.0,-16.8
14,11,12,AC-34,A,AC-34A,2017-03-06,145,145,-10.0,16.33018168,66.05549638,560237.5303,7326734.951,11:20:00,2017-03-05,minus,0.0,-16.8
16,12,13,AC-35,A,AC-35A,2017-03-06,30,30,-10.0,16.55332624,65.98731394,570529.3876,7319369.401,12:47:30,2017-03-05,minus,0.0,-16.8
18,25,27,AC-46,A,AC-46A,2018-03-31,110,110,-10.0,15.24173924,66.1936143,510888.4485,7341512.132,10:32:30,2018-03-30,minus,0.1,-7.2
20,26,28,AC-43,A,AC-43A,2018-03-31,100,100,-10.0,15.25159463,66.12264974,511364.1247,7333603.857,08:52:30,2018-03-30,minus,0.1,-7.2
22,27,29,AC-23,A,AC-23A,2018-03-30,75,75,-8.0,15.37146429,66.23064849,516707.0051,7345668.731,09:10:00,2018-03-29,minus,0.1,-9.0
24,28,30,AC-21,A,AC-21A,2018-03-30,85,85,-5.0,15.49256311,66.32241149,522072.9725,7355934.593,10:47:30,2018-03-29,minus,0.1,-9.0
26,29,31,AC-22,A,AC-22A,2018-03-30,80,80,-5.0,15.66018048,66.26705978,529649.2181,7349834.175,12:35:00,2018-03-29,minus,0.1,-9.0
28,30,32,AC-42,A,AC-42A,2018-03-29,85,85,-10.0,15.76098076,65.90840731,534661.4522,7309911.059,11:30:00,2018-03-28,minus,0.1,-7.7
30,31,33,AC-37,A,AC-37A,2018-03-15,70,70,-15.0,15.84881121,65.9380027,538617.1852,7313260.876,12:55:00,2018-03-14,minus,0.1,-15.6
32,33,35,AC-39,A,AC-39A,2018-03-15,80,80,-15.0,15.93640688,65.88145457,542696.2178,7307015.189,11:19:00,2018-03-14,minus,0.1,-15.6
34,34,36,AC-38,A,AC-38A,2018-03-15,85,85,-15.0,16.02861195,65.89659453,546872.4418,7308768.327,10:00:00,2018-03-14,minus,0.1,-15.6
36,35,37,AC-40,A,AC-40A,2018-03-16,170,170,-15.0,16.08976248,65.87227973,549705.8182,7306105.522,11:42:30,2018-03-15,minus,0.0,-17.8
37,36,38,AC-41,A,AC-41A,2018-03-16,120,120,-20.0,16.26443367,65.83598422,557753.5181,7302210.037,10:17:30,2018-03-15,minus,0.0,-17.8
38,37,39,AC-31,A,AC-31A,2018-03-16,115,115,-10.0,15.59576559,65.98449828,527055.8412,7318310.67,13:52:30,2018-03-15,minus,0.0,-17.8
43,42,44,AC-24,A,AC-24A,2018-03-30,90,90,-5.0,15.69390556,66.19086231,531257.926,7341357.54,14:02:30,2018-03-29,minus,0.1,-9.0
45,43,45,AC-25,A,AC-25A,2018-04-02,100,100,-5.0,15.84925843,66.20434872,538235.3079,7342946.922,15:20:00,2018-04-01,minus,0.2,-8.9
47,44,46,AC-26,A,AC-26A,2018-04-02,140,140,-5.0,16.04425364,66.16381694,547089.1167,7338562.269,13:45:00,2018-04-01,minus,0.2,-8.9
49,45,47,AC-29,A,AC-29A,2018-04-02,145,145,-5.0,16.14107316,66.10983041,551564.2798,7332621.634,12:12:30,2018-04-01,minus,0.2,-8.9
54,55,60,AC-33,A,AC-33A,2019-03-05,65,65,-10.0,16.03670724,66.06518167,546930.7414,7327563.494,14:30:00,2019-03-04,minus,0.0,-17.5
112,152,160,AC-30,B,AC-30B,2017-03-06,130,130,-10.0,16.3475215,66.10802569,560896.7912,7332605.764,10:15:00,2017-03-05,minus,0.0,-16.8
114,153,161,AC-34,B,AC-34B,2017-03-06,125,125,-10.0,16.41726798,66.06140904,564165.8276,7327480.284,11:20:00,2017-03-05,minus,0.0,-16.8
116,154,162,AC-35,B,AC-35B,2017-03-06,95,95,-10.0,16.55437651,66.02318273,570477.9784,7323367.637,12:47:30,2017-03-05,minus,0.0,-16.8
179,274,287,AC-21,B,AC-21B,2022-03-14,145,145,-1.0,15.58142379,66.32569497,526051.5524,7356334.762,14:24:30,2022-03-13,minus,0.0,-3.4
183,276,289,AC-25,B,AC-25B,2022-03-14,145,145,-2.0,15.92210788,66.22488338,541481.2433,7345282.029,09:48:00,2022-03-13,minus,0.0,-3.4
185,277,290,AC-26,B,AC-26B,2022-03-14,70,70,-6.0,16.06001278,66.19911613,547733.1046,7342508.393,08:07:00,2022-03-13,minus,0.0,-3.4
187,278,291,AC-29,B,AC-29B,2022-03-14,130,130,-8.4,16.13381444,66.1455831,551164.1776,7336600.318,06:34:30,2022-03-13,minus,0.0,-3.4
189,279,292,AC-23,B,AC-23B,2022-03-15,170,170,-1.0,15.45909231,66.2246367,520653.0315,7345024.777,10:37:00,2022-03-14,minus,0.0,-3.6
191,280,293,AC-38,B,AC-38B,2022-03-15,95,95,-17.0,16.06601119,65.92904529,548515.1091,7312413.359,07:18:30,2022-03-14,minus,0.0,-3.6
193,281,294,AC-43,B,AC-43B,2022-03-15,35,35,-4.0,15.29647724,66.09173882,513407.6892,7330167.287,07:22:30,2022-03-14,minus,0.0,-3.6
195,282,295,AC-46,B,AC-46B,2022-03-15,125,125,-3.0,15.26675247,66.15918547,512031.4368,7337679.111,08:55:00,2022-03-14,minus,0.0,-3.6
197,283,296,AC-22,B,AC-22B,2022-03-16,190,190,-2.0,15.6976547,66.29959822,531291.7265,7353479.21,13:09:00,2022-03-15,minus,0.0,-4.5
198,284,297,AC-42,B,AC-42B,2022-03-16,100,100,,15.76104404,65.87253495,534712.811,7305912.951,09:48:00,2022-03-15,minus,0.0,-4.5
199,285,298,AC-37,B,AC-37B,2022-04-15,50,50,-5.0,15.93669383,65.93795328,542615.3144,7313312.254,10:06:00,2022-04-14,minus,0.0,-4.1
200,290,303,AC-39,C,AC-39C,2017-03-04,30,30,-15.0,15.99713695,65.85558969,545510.8611,7304175.201,09:35:00,2017-03-03,minus,0.0,-12.7
202,291,304,AC-40,C,AC-40C,2017-03-04,155,155,-9.0,16.13319552,65.84112738,551749.3676,7302668.783,11:12:30,2017-03-03,minus,0.0,-12.7
204,292,305,AC-41,C,AC-41C,2017-03-04,125,125,-9.0,16.30759412,65.80478255,559797.0704,7298773.267,12:50:00,2017-03-03,minus,0.0,-12.7
206,293,306,AC-33,C,AC-33C,2017-03-04,40,40,-7.0,16.08053297,66.03404496,548974.3517,7324126.804,14:57:30,2017-03-03,minus,0.0,-12.7
208,294,307,AC-32,C,AC-32C,2017-03-05,185,185,-14.0,15.94437763,66.0264787,542816.3157,7323183.87,10:27:30,2017-03-04,minus,0.0,-14.9
210,295,308,AC-27,C,AC-27C,2017-03-05,140,140,-10.0,15.80351497,66.07257278,536364.3222,7328232.328,12:15:00,2017-03-04,minus,0.0,-14.9
212,296,309,AC-30,C,AC-30C,2017-03-06,35,35,-10.0,16.40948664,66.08242527,563760.9059,7329814.416,10:15:00,2017-03-05,minus,0.0,-16.8
214,297,310,AC-34,C,AC-34C,2017-03-06,45,45,-10.0,16.38630033,66.02781699,562846.7651,7323705.379,11:20:00,2017-03-05,minus,0.0,-16.8
216,298,311,AC-35,C,AC-35C,2017-03-06,75,75,-10.0,16.63015012,66.00485918,573966.1625,7321413.04,12:47:30,2017-03-05,minus,0.0,-16.8
218,312,325,AC-46,C,AC-46C,2018-03-31,90,90,-10.0,15.18055162,66.16762289,508140.7873,7338605.705,10:32:30,2018-03-30,minus,0.1,-7.2
220,313,326,AC-43,C,AC-43C,2018-03-31,80,80,-10.0,15.2080681,66.09142172,509409.665,7330115.849,08:52:30,2018-03-30,minus,0.1,-7.2
222,314,327,AC-23,C,AC-23C,2018-03-30,65,65,-8.0,15.40240613,66.19702191,518122.7213,7341929.176,09:10:00,2018-03-29,minus,0.1,-9.0
224,315,328,AC-21,C,AC-21C,2018-03-30,25,25,-5.0,15.54403889,66.2931197,524408.0744,7352688.726,10:47:30,2018-03-29,minus,0.1,-9.0
226,316,329,AC-22,C,AC-22C,2018-03-30,65,65,-5.0,15.74886754,66.27024759,533627.8269,7350234.324,12:35:00,2018-03-29,minus,0.1,-9.0
228,317,330,AC-42,C,AC-42C,2018-03-29,110,110,-10.0,15.68504701,65.89042994,531224.7772,7307867.528,11:30:00,2018-03-28,minus,0.1,-7.7
181,275,288,AC-24,B,AC-24B,2022-03-14,85,85,-2.0,15.75089585,66.21837029,533788.2675,7344453.175,11:30:00,2022-03-13,minus,0.0,-3.4
177,273,286,AC-36,B,AC-36B,2022-03-13,60,60,-5.0,16.76838233,66.0304171,580156.6735,7324430.853,06:57:00,2022-03-12,minus,0.0,-2.1
118,168,176,AC-46,B,AC-46B,2018-03-31,110,110,-10.0,15.26675247,66.15918547,512031.4368,7337679.111,10:32:30,2018-03-30,minus,0.1,-7.2
173,271,284,AC-34,B,AC-34B,2022-03-13,85,85,,16.41726798,66.06140904,564165.8276,7327480.284,08:59:00,2022-03-12,minus,0.0,-2.1
120,169,177,AC-43,B,AC-43B,2018-03-31,40,40,-10.0,15.29647724,66.09173882,513407.6892,7330167.287,08:52:30,2018-03-30,minus,0.1,-7.2
122,170,178,AC-23,B,AC-23B,2018-03-30,120,120,-8.0,15.45909231,66.2246367,520653.0315,7345024.777,09:10:00,2018-03-29,minus,0.1,-9.0
124,171,179,AC-21,B,AC-21B,2018-03-30,80,80,-5.0,15.58142379,66.32569497,526051.5524,7356334.762,10:47:30,2018-03-29,minus,0.1,-9.0
126,172,180,AC-22,B,AC-22B,2018-03-30,60,60,-5.0,15.6976547,66.29959822,531291.7265,7353479.21,12:35:00,2018-03-29,minus,0.1,-9.0
128,173,181,AC-42,B,AC-42B,2018-03-29,110,110,-10.0,15.76104404,65.87253495,534712.811,7305912.951,11:30:00,2018-03-28,minus,0.1,-7.7
130,174,182,AC-37,B,AC-37B,2018-03-15,45,45,-15.0,15.93669383,65.93795328,542615.3144,7313312.254,12:55:00,2018-03-14,minus,0.1,-15.6
132,176,184,AC-39,B,AC-39B,2018-03-15,120,120,-15.0,16.0215596,65.89003991,546562.9883,7308032.57,11:19:00,2018-03-14,minus,0.1,-15.6
134,177,185,AC-38,B,AC-38B,2018-03-15,120,120,-15.0,16.06601119,65.92904529,548515.1091,7312413.359,10:00:00,2018-03-14,minus,0.1,-15.6
136,178,186,AC-40,B,AC-40B,2018-03-16,115,115,-15.0,16.17741866,65.87209272,553703.9877,7306156.875,11:42:30,2018-03-15,minus,0.0,-17.8
137,179,187,AC-41,B,AC-41B,2018-03-16,200,200,-20.0,16.35196411,65.83569752,561751.7168,7302261.377,10:17:30,2018-03-15,minus,0.0,-17.8
138,180,188,AC-31,B,AC-31B,2018-03-16,125,125,-10.0,15.63274264,66.01705338,528698.4479,7321955.65,13:52:30,2018-03-15,minus,0.0,-17.8
143,185,193,AC-24,B,AC-24B,2018-03-30,90,90,-5.0,15.75089585,66.21837029,533788.2675,7344453.175,14:02:30,2018-03-29,minus,0.1,-9.0
145,186,194,AC-25,B,AC-25B,2018-04-02,110,110,-5.0,15.92210788,66.22488338,541481.2433,7345282.029,15:20:00,2018-04-01,minus,0.2,-8.9
147,187,195,AC-26,B,AC-26B,2018-04-02,75,75,-5.0,16.06001278,66.19911613,547733.1046,7342508.393,13:45:00,2018-04-01,minus,0.2,-8.9
149,188,196,AC-29,B,AC-29B,2018-04-02,90,90,-5.0,16.13381444,66.1455831,551164.1776,7336600.318,12:12:30,2018-04-01,minus,0.2,-8.9
154,198,209,AC-33,B,AC-33B,2019-03-05,10,10,-10.0,16.12502754,66.06502455,550928.8997,7327614.924,14:30:00,2019-03-04,minus,0.0,-17.5
155,199,210,AC-31,B,AC-31B,2019-03-05,50,50,-15.0,15.63274264,66.01705338,528698.4479,7321955.65,12:00:00,2019-03-04,minus,0.0,-17.5
156,200,211,AC-38,B,AC-38B,2019-03-05,80,80,-20.0,16.06601119,65.92904529,548515.1091,7312413.359,08:45:00,2019-03-04,minus,0.0,-17.5
157,201,212,AC-37,B,AC-37B,2019-03-05,40,40,-17.0,15.93669383,65.93795328,542615.3144,7313312.254,10:00:00,2019-03-04,minus,0.0,-17.5
161,214,227,AC-33,B,AC-33B,2020-02-26,90,90,-15.0,16.12502754,66.06502455,550928.8997,7327614.924,13:17:30,2020-02-25,minus,0.1,-11.2
163,215,228,AC-42,B,AC-42B,2020-02-27,130,130,-15.0,15.76104404,65.87253495,534712.811,7305912.951,11:45:00,2020-02-26,minus,0.0,-15.4
166,248,261,AC-42,B,AC-42B,2021-03-16,85,85,-10.0,15.76104404,65.87253495,534712.811,7305912.951,08:15:00,2021-03-15,minus,0.1,-4.3
167,249,262,AC-31,B,AC-31B,2021-03-16,80,80,-5.0,15.63274264,66.01705338,528698.4479,7321955.65,12:58:00,2021-03-15,minus,0.1,-4.3
168,266,279,AC-31,B,AC-31B,2022-03-04,110,110,-11.5,15.63274264,66.01705338,528698.4479,7321955.65,07:21:30,2022-03-03,minus,0.1,-4.7
171,270,283,AC-30,B,AC-30B,2022-03-13,230,230,-5.0,16.3475215,66.10802569,560896.7912,7332605.764,10:54:30,2022-03-12,minus,0.0,-2.1
350,496,69,AC-41,C,AC-41C,2023-03-07,80,80,-22.0,16.30759412,65.80478255,559797.0704,7298773.267,08:30:00,2023-03-06,minus,0.2,-14.6
