ID,ERA5_time,era5_l_lai_hv,era5_l_lai_lv,era5_l_skt,era5_l_rsn,era5_l_sde,era5_l_sd,era5_l_tsn,tp
0,2017-02-21T13,4.8745975,1.0246403,258.5253,302.52924,1.161132,0.35116324,259.53018,9.102839e-06
1,2017-02-26T13,4.0443025,0.76854926,261.6544,283.75626,1.0879211,0.30900425,260.2779,3.920877e-05
2,2017-02-26T13,4.8745975,1.0246403,259.9618,291.7034,1.2304444,0.35887495,258.43942,3.6409216e-05
3,2017-02-26T13,4.987414,1.1117076,258.2794,304.33444,1.458997,0.44408667,256.6773,2.870718e-05
4,2017-03-04T13,4.5052557,0.91920185,256.55035,271.93167,1.3027302,0.35463604,256.5983,9.186317e-11
5,2017-03-04T13,3.7430775,0.6583224,259.0502,261.01505,1.1826063,0.30869782,257.91446,7.0044644e-07
6,2017-03-04T13,3.766724,0.87730277,259.8202,248.96082,1.1045059,0.27488893,258.33826,7.0044644e-07
7,2017-03-04T13,4.71548,0.98412246,254.81197,281.3903,1.4218631,0.40052322,255.38643,9.186317e-11
8,2017-03-05T13,4.9377565,0.8792826,253.339,288.798,1.4697012,0.42447546,252.79402,7.001775e-06
9,2017-03-05T13,4.9241023,0.7094762,253.91733,300.88962,1.5439693,0.46474484,253.24931,8.402484e-06
10,2017-03-06T13,4.8658257,0.6663799,252.20609,270.6659,1.329094,0.35981974,251.0523,7.0044644e-07
11,2017-03-06T13,4.8658257,0.6663799,252.20609,270.6659,1.329094,0.35981974,251.0523,7.0044644e-07
12,2017-03-06T13,3.8261452,0.8686467,256.1959,248.03685,1.1191084,0.2782085,253.5413,7.0044644e-07
13,2017-03-17T13,3.9730582,0.85801077,272.01343,267.70175,1.0175515,0.27230984,269.66232,0.0002863706
14,2017-03-17T13,4.6675005,0.8843934,270.5091,291.15863,1.4101678,0.41091615,268.5414,0.0004110002
15,2017-03-17T13,4.6380568,0.60643196,270.13852,299.3835,1.5458854,0.46290627,268.40652,0.0005069246
16,2017-03-31T13,3.6542127,0.49427128,262.24374,318.56772,1.7509815,0.5579491,259.7161,7.0044644e-07
17,2017-03-31T13,3.569696,0.46006143,262.87634,321.34494,1.8163955,0.5838676,260.16916,7.0044644e-07
18,2017-03-17T13,7.567342e-09,0.75901836,269.88074,310.47638,1.84864,0.5741386,267.75244,0.000802396
19,2017-03-17T13,1.0232803,0.7380228,270.18515,316.89606,1.9609671,0.62130255,268.28937,0.00097253744
20,2017-04-18T13,4.220812,0.67370075,264.90643,354.24976,2.0556524,0.72834706,261.03848,3.500002e-06
21,2017-04-14T13,3.6542127,0.49427128,263.9516,334.37656,1.7822349,0.59589475,262.7629,0.00028076777
22,2017-04-16T13,4.716319,0.9854577,265.29312,326.16238,1.5556644,0.5075933,260.89026,0.00014563472
23,2017-04-16T13,4.8749027,1.0262518,266.1292,325.17966,1.4902505,0.4846114,261.3571,0.00017224261
24,2017-04-18T13,2.5512974,0.7731996,264.8759,353.03204,2.0263813,0.7156559,261.17914,2.8015102e-06
25,2018-03-31T13,0.45408773,0.7539076,265.04803,285.4867,1.4365317,0.40984365,262.19888,0.00028356918
26,2018-03-31T13,2.5509923,0.7680889,264.5011,284.7016,1.4199469,0.40430245,261.5905,0.00017994465
27,2018-03-30T13,4.220354,0.66932666,264.0542,284.10342,1.4140662,0.40149358,261.51373,0.00021705226
28,2018-03-30T13,1.0232803,0.7380228,263.64462,278.71988,1.4277437,0.39789307,261.21066,0.00032277787
29,2018-03-30T13,7.567342e-09,0.75901836,262.8102,278.21783,1.4345495,0.39894003,260.58496,0.00023595811
30,2018-03-29T13,4.8745975,1.0246403,262.4744,277.18704,1.4267526,0.39536506,258.30896,4.2003567e-06
31,2018-03-15T13,4.8745975,1.0246403,254.60759,261.97104,1.3945081,0.36528432,254.03876,6.3014204e-06
32,2018-04-17T13,4.875208,1.0279554,271.90488,312.9919,1.3164077,0.41191202,267.83942,9.186317e-11
33,2018-03-15T13,4.5052557,0.91920185,255.64215,262.53183,1.3867112,0.3641097,254.67375,5.601066e-06
34,2018-03-15T13,4.0443025,0.76854926,256.99808,263.1941,1.3740249,0.3615051,255.50757,4.9007112e-06
35,2018-03-16T13,3.7431538,0.6583224,257.09814,265.65088,1.3525506,0.35918134,254.48383,9.186317e-11
36,2018-03-16T13,3.768097,0.8779474,257.41528,262.07254,1.3242046,0.34697542,254.73189,9.186317e-11
37,2018-03-16T13,4.987414,1.1117076,252.32906,268.3373,1.3486522,0.36170936,250.80026,7.0044644e-07
38,2018-03-28T13,4.9241023,0.7094762,261.0871,278.36737,1.4424123,0.40136588,259.50266,8.472065e-05
39,2018-03-28T13,3.6542127,0.49427128,262.26154,280.2794,1.4228542,0.39881235,260.4665,8.6121356e-05
40,2018-03-28T13,4.9377565,0.8792826,260.61646,278.21783,1.4541075,0.40437907,259.05536,4.34109e-05
41,2018-03-28T13,4.71548,0.98412246,261.54245,279.14713,1.4384478,0.40128928,259.83856,2.9407534e-05
42,2018-03-30T13,3.569696,0.46006143,265.03873,285.54544,1.3896185,0.39674398,262.6231,0.00013093287
43,2018-04-02T13,3.6542127,0.49427128,264.0347,292.72885,1.3672192,0.40001252,262.3134,4.1309835e-05
44,2018-04-02T13,4.6380568,0.60643196,263.12225,292.0399,1.393583,0.40680492,261.11523,2.1005142e-05
45,2018-04-02T13,4.6675005,0.8843934,263.6904,291.70874,1.3701265,0.3994252,261.23062,1.4703813e-05
46,2018-03-23T13,4.8658257,0.6663799,264.31198,277.58762,1.3896185,0.38558498,262.30893,0.00011132667
47,2018-03-23T13,4.8658257,0.6663799,264.31198,277.58762,1.3896185,0.38558498,262.30893,0.00011132667
48,2018-03-23T13,3.8352985,0.8713172,265.16336,280.98972,1.2998229,0.36515665,263.62732,0.00011482844
49,2018-03-23T13,3.974355,0.8585172,265.43726,279.6545,1.2529099,0.35024396,263.9282,0.00010082508
50,2019-04-03T13,2.5509923,0.7680889,267.73447,314.8345,2.293918,0.7221675,265.78928,9.186317e-11
51,2019-04-05T13,0.45408773,0.7539076,265.28293,326.78192,2.4736414,0.808324,264.0999,7.0044644e-07
52,2019-03-11T13,4.9377565,0.8792826,253.14142,266.06213,1.5497838,0.4127036,254.75984,7.0044644e-07
53,2019-03-11T13,4.9241023,0.7094762,253.40854,276.95206,1.6592036,0.45938239,255.07935,1.400801e-06
54,2019-03-11T13,4.8745975,1.0246403,254.4575,262.16333,1.3886935,0.36408415,255.74542,1.400801e-06
55,2019-03-05T13,4.71548,0.98412246,250.45415,274.1161,1.3603474,0.37304708,251.85239,2.1005142e-05
56,2019-03-05T13,4.987414,1.1117076,249.36618,283.60672,1.5595629,0.4422481,251.76541,2.1005142e-05
57,2019-03-05T13,4.0443025,0.76854926,253.22707,273.96652,1.1552514,0.31638396,252.95111,2.3106206e-05
58,2019-03-05T13,4.8745975,1.0246403,250.55336,273.99323,1.2792736,0.35057592,251.93448,2.380656e-05
59,2019-03-07T13,3.6542127,0.49427128,256.0831,283.2008,1.5497838,0.43913278,253.0199,4.691081e-05
60,2019-03-15T13,3.8261452,0.8686467,267.19598,245.04599,1.2470952,0.30558246,264.47488,0.0005083234
61,2019-03-15T13,3.9725242,0.8579187,267.66916,241.44627,1.1943676,0.28821838,264.98566,0.0004663133
62,2019-03-26T13,4.6380568,0.60643196,260.7377,287.20108,1.5947146,0.45813113,262.1625,9.186317e-11
63,2019-03-26T13,3.6542127,0.49427128,262.0029,294.57675,1.7021523,0.50166905,262.96304,7.0044644e-07
64,2019-03-26T13,3.569696,0.46006143,262.577,298.4435,1.7617517,0.52633625,263.3575,7.0044644e-07
65,2019-03-26T13,4.6675005,0.8843934,261.66373,282.18607,1.4599882,0.41193756,262.64264,9.186317e-11
66,2019-03-16T13,4.8658257,0.6663799,265.1973,255.26299,1.4091767,0.359641,262.85477,0.00037669213
67,2019-03-17T13,4.8658257,0.6663799,262.7347,259.2953,1.3877023,0.35984528,262.1554,8.052038e-05
68,2019-04-08T13,7.567342e-09,0.75901836,263.96176,322.90448,2.144523,0.6928017,263.36993,1.6104523e-05
69,2019-04-08T13,1.0232803,0.7380228,264.59012,330.67,2.2822227,0.7549039,263.70587,1.8904078e-05
70,2019-04-08T13,4.220354,0.66932666,265.4966,334.54745,2.2314773,0.74657935,264.66125,1.8904078e-05
71,2020-02-26T13,4.71548,0.98412246,255.98897,317.08832,1.6923732,0.53670365,258.8135,8.402484e-06
72,2020-02-27T13,4.8745975,1.0246403,252.96674,314.73303,1.6445351,0.51775634,254.55173,9.186317e-11
73,2020-03-19T13,3.7435353,0.65869075,267.76923,324.98206,1.4921666,0.48486674,267.49994,0.0003703908
74,2020-03-19T13,3.7719872,0.8801114,268.91827,320.14862,1.3505684,0.43234035,267.9002,0.00043480666
75,2020-04-05T13,4.8745975,1.0246403,263.38004,326.09296,1.9169613,0.62480086,261.05136,7.56179e-05
76,2020-04-05T13,4.0443025,0.76854926,265.19644,329.6179,1.7031434,0.56086016,262.47934,5.3912492e-05
77,2020-04-06T13,4.5052557,0.91920185,270.39462,328.73666,1.8124971,0.59546065,264.51614,0.0005706401
78,2020-04-21T13,4.002807,0.8779474,275.9676,358.48502,1.225555,0.43895403,273.1591,3.500002e-06
79,2020-04-22T13,3.8820577,0.89539766,275.79462,365.51355,1.3105271,0.47843182,273.09964,3.500002e-06
80,2020-04-27T13,3.6624508,0.5074396,272.71896,383.82187,2.0292885,0.7788051,270.3151,0.0014885628
81,2020-04-28T13,4.2226424,0.68861866,273.0946,394.96817,2.3271534,0.9190967,271.46484,0.00038019204
82,2020-04-28T13,7.567342e-09,0.7680889,272.94962,386.57773,2.182648,0.84366506,271.6073,0.0004159008
83,2020-04-28T13,1.0232803,0.7582817,273.0005,391.05334,2.3242462,0.9087038,271.60553,0.00033468203
84,2020-04-28T13,4.987414,1.1319665,273.39563,389.79825,1.9990262,0.7789072,272.213,0.0005104245
85,2020-04-28T13,4.941036,0.89756167,272.09058,384.51617,1.8798934,0.722908,270.25385,0.0006763657
86,2020-04-29T13,4.8708596,0.73328036,272.64688,384.53754,1.5615451,0.6004401,270.39053,0.00050972414
87,2020-04-29T13,4.8708596,0.73328036,272.64688,384.53754,1.5615451,0.6004401,270.39053,0.00050972414
88,2020-04-29T13,4.680163,0.92003065,271.77597,384.36664,1.6952804,0.65194505,269.28293,0.00052442786
89,2020-04-29T13,3.6639764,0.50951153,271.10776,387.3735,2.0107214,0.7788306,268.73047,0.00044810967
90,2020-04-29T13,3.5814428,0.47889292,271.04926,389.2962,2.0781176,0.80924326,268.8494,0.00040889913
91,2020-05-01T13,4.9304338,0.73447746,272.78677,394.0602,1.9961189,0.78674656,269.448,0.0004004986
92,2020-05-09T13,2.552823,0.8086067,272.68417,408.99316,2.3202817,0.94961154,270.49347,0.000359187
93,2020-05-09T13,0.45408773,0.7970038,274.2428,416.53973,2.4277194,1.0112796,271.72977,0.0004341063
94,2020-04-29T13,4.6409554,0.6270592,271.0959,384.9114,1.8779111,0.72293353,268.6306,0.0005202276
95,2021-04-12T13,7.567342e-09,0.75901836,267.06964,311.42706,1.718737,0.5352992,264.15582,0.00010362463
96,2021-04-12T13,1.0232803,0.7380228,267.4326,311.72614,1.774438,0.55304635,264.67148,0.00013093287
97,2021-04-12T13,4.220354,0.66932666,268.12793,314.17224,1.746092,0.54834783,265.53058,0.00013583348
98,2021-04-17T13,2.5511448,0.771496,270.8025,328.09576,1.7129225,0.5619837,267.73203,9.186317e-11
99,2021-04-17T13,0.45408773,0.75759107,269.9511,326.9368,1.792939,0.5860381,267.1871,9.186317e-11
100,2021-05-03T13,4.942257,0.9046523,270.42853,352.32172,1.3808306,0.48619458,265.82388,1.6104523e-05
101,2021-05-03T13,4.9312725,0.73756236,270.47516,353.32578,1.4365317,0.5074145,266.15582,1.5404168e-05
102,2021-03-10T13,4.71548,0.98412246,258.5711,272.82895,1.3349748,0.3640331,259.003,6.161453e-05
103,2021-03-15T13,3.766724,0.87730277,269.6645,276.47137,1.077151,0.29761547,268.27917,1.2602749e-05
104,2021-03-16T13,4.8745975,1.0246403,266.90005,279.772,1.2753752,0.35657674,265.36282,6.581666e-05
105,2021-03-16T13,4.987414,1.1117076,266.1835,278.59167,1.3857201,0.38607016,264.76157,0.00019324766
106,2021-03-18T13,4.0443025,0.76854926,264.4858,286.78986,1.1660215,0.3341822,263.45294,0.0001288318
107,2021-03-18T13,3.7433827,0.65855265,264.80975,287.14767,1.1220819,0.3221805,263.84964,0.0001288318
108,2021-03-18T13,4.5052557,0.91920185,264.10678,286.05283,1.2138597,0.34700096,262.98035,0.00012953216
109,2021-03-18T13,4.8745975,1.0246403,263.82947,285.1876,1.2529099,0.35716406,262.6453,0.00013303207
110,2021-03-26T13,3.8387313,0.8723301,272.71472,304.49466,1.067372,0.32458085,269.1946,2.8015102e-06
111,2021-03-26T13,3.974965,0.8586554,273.47452,303.4906,0.9931699,0.30131805,269.63705,2.1011556e-06
112,2021-03-26T13,4.8658257,0.6663799,269.77133,299.24997,1.2568083,0.3759326,267.4125,4.2003567e-06
113,2021-03-26T13,4.8658257,0.6663799,269.77133,299.24997,1.2568083,0.3759326,267.4125,4.2003567e-06
114,2021-03-28T13,4.6675005,0.8843934,269.20233,302.2088,1.319315,0.39825055,268.54187,3.570886e-05
115,2021-03-28T13,3.6542127,0.49427128,269.53052,299.50635,1.4599882,0.43693674,268.9874,0.00012042942
116,2021-04-12T13,4.6380568,0.60643196,267.58948,314.64755,1.5293006,0.48083213,265.11877,6.861622e-05
117,2021-04-12T13,3.6542127,0.49427128,268.03043,314.18826,1.5761477,0.4951575,265.97034,8.822242e-05
118,2021-04-12T13,3.569696,0.46006143,268.23395,314.38052,1.6025115,0.5036863,266.32578,9.872401e-05
119,2022-01-31T13,4.7228026,1.0015727,256.21793,260.89755,1.2831721,0.3346418,258.37244,3.570886e-05
120,2022-02-19T13,3.7430775,0.6583224,261.2075,244.35168,1.2587905,0.3075487,259.88428,0.00014353552
121,2022-02-19T13,3.766724,0.87730277,261.47885,236.71965,1.1543263,0.2733057,260.25082,0.00012603038
122,2022-03-04T13,4.987414,1.1117076,264.06183,287.0996,1.607401,0.46137413,263.48132,1.120204e-05
123,2022-03-09T13,4.5052557,0.91920185,269.66702,283.21683,1.3574401,0.3840784,268.7167,6.3014204e-06
124,2022-03-12T13,3.6542127,0.49427128,266.87122,309.3281,1.6181712,0.5002646,266.44647,7.0044644e-07
125,2022-03-12T13,4.9377565,0.8792826,264.67578,300.4944,1.5156231,0.45562866,264.8938,7.0044644e-07
126,2022-03-13T13,4.8658257,0.6663799,264.36203,294.69427,1.3115182,0.38668302,262.6493,7.0044644e-07
127,2022-03-13T13,4.8658257,0.6663799,264.36203,294.69427,1.3115182,0.38668302,262.6493,7.0044644e-07
128,2022-03-13T13,3.8261452,0.8686467,269.23965,293.20416,1.077151,0.31536257,265.89313,7.0044644e-07
129,2022-03-13T13,3.9714563,0.85681367,269.89938,292.56326,1.0175515,0.29779416,266.4274,7.0044644e-07
130,2022-03-14T13,1.0232803,0.7380228,263.76505,318.78137,1.8603352,0.5933157,262.15274,9.186317e-11
131,2022-03-14T13,3.569696,0.46006143,266.41583,318.89886,1.6367382,0.52191865,264.09415,9.186317e-11
132,2022-03-14T13,3.6542127,0.49427128,265.91214,315.5395,1.5859267,0.5002646,263.6442,9.186317e-11
133,2022-03-14T13,4.6380568,0.60643196,264.4765,308.82608,1.4902505,0.46022505,262.43896,9.186317e-11
134,2022-03-14T13,4.6675005,0.8843934,265.22443,303.45322,1.3632547,0.41372505,262.86273,9.186317e-11
135,2022-03-15T13,4.220354,0.66932666,264.06012,326.03955,1.8427594,0.6008487,262.01785,9.186317e-11
136,2022-03-15T13,4.0443025,0.76854926,267.4046,303.6348,1.1933764,0.36206686,263.847,9.186317e-11
137,2022-03-15T13,2.5509923,0.7680889,263.72095,323.91388,1.8613263,0.60307026,261.7112,9.186317e-11
138,2022-03-15T13,0.45408773,0.7539076,263.4004,327.58838,1.9804592,0.648702,261.61624,9.186317e-11
139,2022-03-16T13,7.567342e-09,0.75901836,261.28806,317.31262,1.727525,0.54844993,259.23773,7.0044644e-07
140,2022-03-16T13,4.8745975,1.0246403,262.76865,303.87512,1.3437626,0.40823492,260.0192,7.0044644e-07
141,2022-04-15T13,4.8745975,1.0246403,267.0603,314.09213,1.6318487,0.512445,263.9872,1.400801e-06
142,2017-02-21T13,4.8745975,1.0246403,258.5253,302.52924,1.161132,0.35116324,259.53018,9.102839e-06
143,2017-02-26T13,3.7430775,0.6583224,262.3811,280.10315,1.0254145,0.2871204,261.0722,4.060948e-05
144,2017-02-26T13,4.5052557,0.91920185,260.71906,287.73517,1.161132,0.3346418,259.2546,3.7809925e-05
145,2017-02-26T13,4.987414,1.1117076,258.2794,304.33444,1.458997,0.44408667,256.6773,2.870718e-05
146,2017-03-04T13,4.0443025,0.76854926,257.95462,266.17963,1.2373163,0.32981563,257.3376,9.186317e-11
147,2017-03-04T13,3.8004391,0.7636687,259.33514,257.5168,1.1621231,0.2992242,258.05338,7.0044644e-07
148,2017-03-04T13,4.1736712,0.88683367,259.63025,246.2103,1.08693,0.26753473,258.1705,1.400801e-06
149,2017-03-04T13,4.6675005,0.8843934,254.9858,276.5408,1.3857201,0.38379753,255.4095,9.186317e-11
150,2017-03-05T13,4.71548,0.98412246,253.82574,283.02457,1.4140662,0.40054876,253.04918,5.601066e-06
151,2017-03-05T13,4.9288316,0.7208027,253.65955,294.93994,1.504853,0.44431648,253.0452,7.70213e-06
152,2017-03-06T13,4.8658257,0.6663799,252.20609,270.6659,1.329094,0.35981974,251.0523,7.0044644e-07
153,2017-03-06T13,4.7463727,0.57664216,252.8548,265.0527,1.2773575,0.33885515,251.45168,7.0044644e-07
154,2017-03-06T13,3.8261452,0.8686467,256.1959,248.03685,1.1191084,0.2782085,253.5413,7.0044644e-07
155,2017-03-17T13,3.9730582,0.85801077,272.01343,267.70175,1.0175515,0.27230984,269.66232,0.0002863706
156,2017-03-17T13,4.6675005,0.8843934,270.5091,291.15863,1.4101678,0.41091615,268.5414,0.0004110002
157,2017-03-17T13,4.8428655,0.5872781,270.35306,296.2164,1.4833786,0.43961796,268.5667,0.0004663133
158,2017-03-31T13,3.8366716,0.5685847,261.08792,315.7638,1.6933643,0.5347885,259.02075,7.0044644e-07
159,2017-03-31T13,3.6542127,0.49427128,262.24374,318.56772,1.7509815,0.5579491,259.7161,7.0044644e-07
160,2017-03-17T13,7.567342e-09,0.75901836,269.88074,310.47638,1.84864,0.5741386,267.75244,0.000802396
161,2017-03-17T13,7.567342e-09,0.75901836,270.02066,313.68622,1.9081734,0.5984994,267.95746,0.0008878169
162,2017-04-18T13,3.9562006,0.6485613,265.07855,352.03864,1.9843576,0.69867486,261.20044,3.500002e-06
163,2017-04-14T13,3.8366716,0.5685847,263.77606,330.1039,1.7304983,0.57173824,262.4172,0.000308076
164,2017-04-16T13,4.6683397,0.8869718,265.61026,324.5174,1.4941489,0.48489228,261.13834,0.00014983685
165,2017-04-16T13,4.5063233,0.92113566,266.6923,323.6255,1.4023709,0.4539178,261.96414,0.0001813435
